STATIONS_ID;MESS_DATUM;QUALITAETS_NIVEAU;STRUKTUR_VERSION;LUFTDRUCK_NN;LUFTDRUCK_STATIONSHOEHE;eor
399;2015082223;3;0;10192;10095;eor
399;2015091913;3;0;10192;10095;eor
399;2015092500;3;0;10192;10092;eor
399;2015092501;3;0;10192;10092;eor
399;2015092502;3;0;10192;10092;eor
399;2015092504;3;0;10192;10092;eor
399;2015101412;3;0;10192;10090;eor
399;2015101720;3;0;10192;10091;eor
399;2015101810;3;0;10192;10091;eor
399;2015101822;3;0;10192;10091;eor
399;2015101823;3;0;10192;10091;eor
399;2015102013;3;0;10192;10092;eor
399;2015102105;3;0;10192;10091;eor
399;2015110801;3;0;10192;10094;eor
399;2015110900;3;0;10192;10092;eor
399;2015111311;3;0;10192;10093;eor
399;2015111405;3;0;10192;10090;eor
399;2015111406;3;0;10192;10090;eor
399;2015112413;3;0;10192;10089;eor
399;2015121220;3;0;10192;10090;eor
399;2015121811;3;0;10192;10093;eor
399;2015122010;3;0;10192;10092;eor
399;2015122111;3;0;10192;10092;eor
399;2015122220;3;0;10192;10093;eor
399;2015122223;3;0;10192;10092;eor
399;2016012917;3;0;10192;10091;eor
399;2016031821;3;0;10192;10090;eor
399;2016031902;3;0;10192;10090;eor
399;2016032608;3;0;10192;10091;eor
399;2016041806;3;0;10192;10090;eor
399;2016042907;3;0;10192;10090;eor
399;2016042911;3;0;10192;10093;eor
399;2016050813;3;0;10192;10096;eor
399;2016062111;3;0;10192;10095;eor
399;2016070716;3;0;10192;10095;eor
399;2016071511;3;0;10192;10094;eor
399;2016071818;3;0;10192;10096;eor
399;2016080801;3;0;10192;10095;eor
399;2016081020;3;0;10192;10093;eor
399;2016081204;3;0;10192;10093;eor
399;2016090101;3;0;10192;10094;eor
399;2016090114;3;0;10192;10097;eor
399;2016090118;3;0;10192;10096;eor
399;2016090721;3;0;10192;10096;eor
399;2016091006;3;0;10192;10094;eor
399;2016091008;3;0;10192;10095;eor
399;2016091009;3;0;10192;10096;eor
399;2016091212;3;0;10192;10099;eor
399;2016091222;3;0;10192;10096;eor
399;2016091300;3;0;10192;10096;eor
399;2016092001;3;0;10192;10092;eor
399;2016092021;3;0;10192;10094;eor
399;2016092106;3;0;10192;10093;eor
399;2016092902;3;0;10192;10094;eor
399;2016100307;3;0;10192;10092;eor
399;2016100616;3;0;10192;10092;eor
399;2016100803;3;0;10192;10091;eor
399;2016100806;3;0;10192;10091;eor
399;2016101404;3;0;10192;10090;eor
399;2016102507;3;0;10192;10091;eor
399;2016110109;3;0;10192;10092;eor
399;2016112307;3;0;10192;10090;eor
399;2016112314;3;0;10192;10092;eor
399;2016121016;3;0;10192;10091;eor
399;2016121017;3;0;10192;10091;eor
399;2016122419;3;0;10192;10090;eor
399;2017030813;3;0;10192;10092;eor
399;2017032306;3;0;10192;10090;eor
399;2017032905;3;0;10192;10092;eor
399;2017041000;3;0;10192;10092;eor
399;2017041806;3;0;10192;10089;eor
399;2017051718;3;0;10192;10097;eor
399;2017052411;3;0;10192;10093;eor
399;2017052412;3;0;10192;10093;eor
399;2017060207;3;0;10192;10094;eor
399;2017061707;3;0;10192;10093;eor
399;2017070302;3;0;10192;10093;eor
399;2017070417;3;0;10192;10095;eor
399;2017070501;3;0;10192;10094;eor
399;2017070506;3;0;10192;10093;eor
399;2017070508;3;0;10192;10093;eor
399;2017070509;3;0;10192;10094;eor
399;2017070511;3;0;10192;10095;eor
399;2017071511;3;0;10192;10095;eor
399;2017071703;3;0;10192;10094;eor
399;2017071817;3;0;10192;10097;eor
399;2017071820;3;0;10192;10096;eor
399;2017080719;3;0;10192;10096;eor
399;2017082017;3;0;10192;10095;eor
399;2017082903;3;0;10192;10094;eor
399;2017090101;3;0;10192;10094;eor
399;2017092017;3;0;10192;10093;eor
399;2017100323;3;0;10192;10092;eor
399;2017100400;3;0;10192;10092;eor
399;2017100401;3;0;10192;10092;eor
399;2017100403;3;0;10192;10092;eor
399;2017102518;3;0;10192;10094;eor
399;2017110608;3;0;10192;10090;eor
399;2017112703;3;0;10192;10090;eor
399;2017112704;3;0;10192;10090;eor
399;2017120315;3;0;10192;10088;eor
399;2017121714;3;0;10192;10089;eor
399;2017122402;3;0;10192;10091;eor
399;2018010701;3;0;10192;10089;eor
399;2018012400;3;0;10192;10090;eor
399;2018020413;3;0;10192;10089;eor
399;2018020723;3;0;10192;10087;eor
399;2018020800;3;0;10192;10086;eor
399;2018032202;3;0;10192;10089;eor
399;2018040710;3;0;10192;10093;eor
399;2018041422;3;0;10192;10093;eor
399;2018042019;3;0;10192;10096;eor
399;2018042020;3;0;10192;10096;eor
399;2018042106;3;0;10192;10094;eor
399;2018042114;3;0;10192;10096;eor
399;2018042202;3;0;10192;10092;eor
399;2018050801;3;0;10192;10094;eor
399;2018050802;3;0;10192;10093;eor
399;2018051209;3;0;10192;10095;eor
399;2018052900;3;0;10192;10096;eor
399;2018061820;3;0;10192;10096;eor
399;2018061900;3;0;10192;10095;eor
399;2018062504;3;0;10192;10093;eor
399;2018063003;3;0;10192;10093;eor
399;2018070722;3;0;10192;10095;eor
399;2018070800;3;0;10192;10094;eor
399;2018070802;3;0;10192;10094;eor
399;2018070903;3;0;10192;10095;eor
399;2018071407;3;0;10192;10094;eor
399;2018071411;3;0;10192;10095;eor
399;2018080316;3;0;10192;10099;eor
399;2018080321;3;0;10192;10097;eor
399;2018080322;3;0;10192;10097;eor
399;2018080509;3;0;10192;10096;eor
399;2018080515;3;0;10192;10097;eor
399;2018080517;3;0;10192;10097;eor
399;2018080610;3;0;10192;10096;eor
399;2018081109;3;0;10192;10095;eor
399;2018081112;3;0;10192;10096;eor
399;2018081520;3;0;10192;10096;eor
399;2018082903;3;0;10192;10093;eor
399;2018083107;3;0;10192;10093;eor
399;2018090309;3;0;10192;10096;eor
399;2018090508;3;0;10192;10095;eor
399;2018091110;3;0;10192;10096;eor
399;2018091418;3;0;10192;10094;eor
399;2018091421;3;0;10192;10094;eor
399;2018091422;3;0;10192;10094;eor
399;2018092722;3;0;10192;10094;eor
399;2018101108;3;0;10192;10094;eor
399;2018101402;3;0;10192;10093;eor
399;2018101703;3;0;10192;10092;eor
399;2018101705;3;0;10192;10092;eor
399;2018101718;3;0;10192;10094;eor
399;2018101804;3;0;10192;10092;eor
399;2018103111;3;0;10192;10092;eor
399;2018110414;3;0;10192;10092;eor
399;2018111302;3;0;10192;10092;eor
399;2018112011;3;0;10192;10089;eor
399;2018112704;3;0;10192;10087;eor
399;2018121123;3;0;10192;10089;eor
399;2019011923;3;0;10192;10087;eor
399;2019022007;3;0;10192;10090;eor
399;2019032519;3;0;10192;10090;eor
399;2019042209;3;0;10192;10093;eor
399;2019043006;3;0;10192;10090;eor
399;2019043007;3;0;10192;10091;eor
399;2019043009;3;0;10192;10092;eor
399;2019051122;3;0;10192;10092;eor
399;2019060115;3;0;10192;10097;eor
399;2019060808;3;0;10192;10094;eor
399;2019060923;3;0;10192;10095;eor
399;2019061406;3;0;10192;10095;eor
399;2019062120;3;0;10192;10096;eor
399;2019062603;3;0;10192;10096;eor
399;2019062605;3;0;10192;10097;eor
399;2019062608;3;0;10192;10099;eor
399;2019072318;3;0;10192;10098;eor
399;2019072403;3;0;10192;10095;eor
399;2019082919;3;0;10192;10097;eor
399;2019091609;3;0;10192;10093;eor
399;2019091804;3;0;10192;10091;eor
399;2019092122;3;0;10192;10093;eor
399;2019100615;3;0;10192;10092;eor
399;2019100621;3;0;10192;10090;eor
399;2019100623;3;0;10192;10090;eor
399;2019100700;3;0;10192;10090;eor
399;2019100716;3;0;10192;10092;eor
399;2019102807;3;0;10192;10090;eor
399;2019111919;3;0;10192;10091;eor
399;2019112002;3;0;10192;10090;eor
399;2019112003;3;0;10192;10090;eor
399;2019112004;3;0;10192;10090;eor
399;2019120208;3;0;10192;10089;eor
399;2019120515;3;0;10192;10089;eor
399;2019121007;3;0;10192;10089;eor
399;2020010400;3;0;10192;10090;eor
399;2020010417;3;0;10192;10089;eor
399;2020011214;3;0;10192;10090;eor
399;2020020904;3;0;10192;10090;eor
399;2020021517;3;0;10192;10091;eor
399;2020022009;3;0;10192;10089;eor
399;2020030802;3;0;10192;10089;eor
399;2020031613;3;0;10192;10094;eor
399;2020032811;3;0;10192;10092;eor
399;2020040112;3;0;10192;10091;eor
399;2020041805;3;0;10192;10090;eor
399;2020050804;3;0;10192;10091;eor
399;2020051618;3;0;10192;10093;eor
399;2020051822;3;0;10192;10094;eor
399;2020051901;3;0;10192;10093;eor
399;2020051909;3;0;10192;10094;eor
399;2020051917;3;0;10192;10095;eor
399;2020052221;3;0;10192;10094;eor
399;2020052222;3;0;10192;10094;eor
399;2020062121;3;0;10192;10095;eor
399;2020062122;3;0;10192;10095;eor
399;2020062123;3;0;10192;10094;eor
399;2020062203;3;0;10192;10094;eor
399;2020071812;3;0;10192;10097;eor
399;2020072220;3;0;10192;10095;eor
399;2020072221;3;0;10192;10094;eor
399;2020072922;3;0;10192;10094;eor
399;2020080506;3;0;10192;10094;eor
399;2020080509;3;0;10192;10096;eor
399;2020081100;3;0;10192;10096;eor
399;2020090309;3;0;10192;10094;eor
399;2020090311;3;0;10192;10095;eor
399;2020091003;3;0;10192;10093;eor
399;2020091104;3;0;10192;10093;eor
399;2020092101;3;0;10192;10093;eor
399;2020092102;3;0;10192;10093;eor
399;2020092107;3;0;10192;10093;eor
399;2020092108;3;0;10192;10093;eor
399;2020092109;3;0;10192;10094;eor
399;2020101523;3;0;10192;10092;eor
399;2020101602;3;0;10192;10091;eor
399;2020101604;3;0;10192;10091;eor
399;2020101614;3;0;10192;10092;eor
399;2020101616;3;0;10192;10091;eor
399;2020101623;3;0;10192;10091;eor
399;2020101709;3;0;10192;10091;eor
399;2020101821;3;0;10192;10091;eor
399;2020103119;3;0;10192;10093;eor
399;2020120116;3;0;10192;10089;eor
399;2021020521;3;0;10192;10087;eor
399;2021020600;3;0;10192;10087;eor
399;2021021916;3;0;10192;10091;eor
399;2021022110;3;0;10192;10092;eor
399;2021022118;3;0;10192;10092;eor
399;2021030801;3;0;10192;10089;eor
399;2021030802;3;0;10192;10089;eor
399;2021040413;3;0;10192;10091;eor
399;2021040901;3;0;10192;10089;eor
399;2021041815;3;0;10192;10093;eor
399;2021042620;3;0;10192;10090;eor
399;2021060108;3;0;10192;10095;eor
399;2021060209;3;0;10192;10095;eor
399;2021060511;3;0;10192;10097;eor
399;2021060601;3;0;10192;10095;eor
399;2021060619;3;0;10192;10096;eor
399;2021062306;3;0;10192;10094;eor
399;2021062609;3;0;10192;10096;eor
399;2021071806;3;0;10192;10095;eor
399;2021071908;3;0;10192;10094;eor
399;2021072019;3;0;10192;10095;eor
399;2021081312;3;0;10192;10098;eor
399;2021082105;3;0;10192;10094;eor
399;2021090409;3;0;10192;10093;eor
399;2021091319;3;0;10192;10094;eor
399;2021091406;3;0;10192;10093;eor
399;2021092904;3;0;10192;10093;eor
399;2021101601;3;0;10192;10091;eor
399;2021101602;3;0;10192;10091;eor
399;2021102516;3;0;10192;10092;eor
399;2021102518;3;0;10192;10091;eor
399;2021102519;3;0;10192;10091;eor
399;2021110514;3;0;10192;10092;eor
399;2021111702;3;0;10192;10090;eor
399;2021111707;3;0;10192;10090;eor
399;2021111709;3;0;10192;10090;eor
399;2022010104;3;0;10192;10092;eor
399;2022010620;3;0;10192;10088;eor
399;2022011010;3;0;10192;10090;eor
399;2022011616;3;0;10192;10089;eor
399;2022011622;3;0;10192;10090;eor
399;2022011623;3;0;10192;10090;eor
399;2022020300;3;0;10192;10089;eor
399;2022041113;3;0;10192;10092;eor
399;2022041122;3;0;10192;10090;eor
399;2022041200;3;0;10192;10090;eor
399;2022041204;3;0;10192;10089;eor
399;2022042621;3;0;10192;10093;eor
399;2022060510;3;0;10192;10096;eor
399;2022070515;3;0;10192;10097;eor
399;2022070516;3;0;10192;10096;eor
399;2022070917;3;0;10192;10095;eor
399;2022071002;3;0;10192;10093;eor
399;2022071007;3;0;10192;10093;eor
399;2022071010;3;0;10192;10094;eor
399;2022071517;3;0;10192;10095;eor
399;2022071613;3;0;10192;10095;eor
399;2022071912;3;0;10192;10099;eor
399;2022072321;3;0;10192;10095;eor
399;2022072821;3;0;10192;10095;eor
399;2022080205;3;0;10192;10094;eor
399;2022081218;3;0;10192;10098;eor
399;2022081303;3;0;10192;10095;eor
399;2022081305;3;0;10192;10095;eor
399;2022082319;3;0;10192;10096;eor
399;2022082906;3;0;10192;10093;eor
399;2022090304;3;0;10192;10093;eor
399;2022090310;3;0;10192;10095;eor
399;2022092010;3;0;10192;10093;eor
399;2022101310;3;0;10192;10093;eor
399;2022101617;3;0;10192;10094;eor
399;2022102821;3;0;10192;10094;eor
399;2022120423;3;0;10192;10089;eor
399;2022121921;3;0;10192;10089;eor
399;2022122508;3;0;10192;10089;eor
399;2022122705;3;0;10192;10089;eor
399;2023020323;3;0;10192;10089;eor
399;2023031520;3;0;10192;10089;eor
399;2023040704;3;0;10192;10089;eor
399;2023041612;3;0;10192;10092;eor
399;2023042110;3;0;10192;10094;eor
399;2023042704;3;0;10192;10090;eor
399;2023042802;3;0;10192;10090;eor
399;2023050912;3;0;10192;10094;eor
399;2023051212;3;0;10192;10096;eor
399;2023051213;3;0;10192;10096;eor
399;2023051409;3;0;10192;10095;eor
399;2023060520;3;0;10192;10096;eor
399;2023060605;3;0;10192;10094;eor
399;2023060707;3;0;10192;10095;eor
399;2023061021;3;0;10192;10096;eor
399;2023061213;3;0;10192;10097;eor
399;2023061406;3;0;10192;10093;eor
399;2023061407;3;0;10192;10094;eor
399;2023061409;3;0;10192;10095;eor
399;2023062512;3;0;10192;10097;eor
399;2023070819;3;0;10192;10098;eor
399;2023070921;3;0;10192;10097;eor
399;2023071000;3;0;10192;10096;eor
399;2023071001;3;0;10192;10096;eor
399;2023071002;3;0;10192;10096;eor
399;2023071022;3;0;10192;10096;eor
399;2023071023;3;0;10192;10096;eor
399;2023071102;3;0;10192;10095;eor
399;2023071103;3;0;10192;10095;eor
399;2023071105;3;0;10192;10095;eor
399;2023082220;3;0;10192;10096;eor
399;2023082301;3;0;10192;10095;eor
399;2023082307;3;0;10192;10095;eor
399;2023082308;3;0;10192;10096;eor
399;2023082322;3;0;10192;10096;eor
399;2023090900;3;0;10192;10095;eor
399;2023091607;3;0;10192;10093;eor
399;2023100615;3;0;10192;10094;eor
399;2023101009;3;0;10192;10093;eor
399;2023101010;3;0;10192;10094;eor
399;2023101012;3;0;10192;10094;eor
399;2023101604;3;0;10192;10090;eor
399;2023101801;3;0;10192;10090;eor
399;2023111719;3;0;10192;10090;eor
399;2023112116;3;0;10192;10089;eor
399;2023120723;3;0;10192;10088;eor
399;2024010701;3;0;10192;10087;eor
399;2015082309;3;0;10165;10069;eor
399;2015083021;3;0;10165;10070;eor
399;2015091222;3;0;10165;10067;eor
399;2015092110;3;0;10165;10067;eor
399;2015100422;3;0;10165;10066;eor
399;2015100803;3;0;10165;10064;eor
399;2015100804;3;0;10165;10064;eor
399;2015111001;3;0;10165;10066;eor
399;2015111014;3;0;10165;10066;eor
399;2015111320;3;0;10165;10066;eor
399;2015121201;3;0;10165;10063;eor
399;2016010314;3;0;10165;10058;eor
399;2016012018;3;0;10165;10060;eor
399;2016020401;3;0;10165;10063;eor
399;2016020610;3;0;10165;10064;eor
399;2016021805;3;0;10165;10061;eor
399;2016022806;3;0;10165;10061;eor
399;2016041800;3;0;10165;10064;eor
399;2016042214;3;0;10165;10066;eor
399;2016050313;3;0;10165;10068;eor
399;2016051009;3;0;10165;10068;eor
399;2016052008;3;0;10165;10067;eor
399;2016052112;3;0;10165;10069;eor
399;2016052620;3;0;10165;10067;eor
399;2016052703;3;0;10165;10066;eor
399;2016052722;3;0;10165;10068;eor
399;2016052800;3;0;10165;10067;eor
399;2016062019;3;0;10165;10069;eor
399;2016062622;3;0;10165;10068;eor
399;2016062623;3;0;10165;10068;eor
399;2016070913;3;0;10165;10069;eor
399;2016070914;3;0;10165;10069;eor
399;2016072206;3;0;10165;10068;eor
399;2016072211;3;0;10165;10071;eor
399;2016072521;3;0;10165;10070;eor
399;2016072710;3;0;10165;10070;eor
399;2016080107;3;0;10165;10067;eor
399;2016080108;3;0;10165;10067;eor
399;2016080205;3;0;10165;10067;eor
399;2016080209;3;0;10165;10067;eor
399;2016082915;3;0;10165;10069;eor
399;2016090306;3;0;10165;10068;eor
399;2016090515;3;0;10165;10069;eor
399;2016090914;3;0;10165;10071;eor
399;2016091020;3;0;10165;10069;eor
399;2016091023;3;0;10165;10069;eor
399;2016091316;3;0;10165;10072;eor
399;2016091318;3;0;10165;10071;eor
399;2016091820;3;0;10165;10067;eor
399;2016101900;3;0;10165;10065;eor
399;2016102401;3;0;10165;10064;eor
399;2016102422;3;0;10165;10065;eor
399;2016102502;3;0;10165;10065;eor
399;2016102503;3;0;10165;10065;eor
399;2016110406;3;0;10165;10063;eor
399;2016112222;3;0;10165;10064;eor
399;2016120107;3;0;10165;10063;eor
399;2016121100;3;0;10165;10064;eor
399;2016121205;3;0;10165;10064;eor
399;2016122611;3;0;10165;10065;eor
399;2017010503;3;0;10165;10061;eor
399;2017022502;3;0;10165;10062;eor
399;2017022519;3;0;10165;10063;eor
399;2017030913;3;0;10165;10065;eor
399;2017040705;3;0;10165;10064;eor
399;2017040706;3;0;10165;10064;eor
399;2017041801;3;0;10165;10063;eor
399;2017050916;3;0;10165;10064;eor
399;2017052308;3;0;10165;10068;eor
399;2017052402;3;0;10165;10065;eor
399;2017060306;3;0;10165;10067;eor
399;2017060308;3;0;10165;10068;eor
399;2017060508;3;0;10165;10067;eor
399;2017060817;3;0;10165;10068;eor
399;2017060822;3;0;10165;10068;eor
399;2017070320;3;0;10165;10068;eor
399;2017080806;3;0;10165;10067;eor
399;2017080918;3;0;10165;10070;eor
399;2017081517;3;0;10165;10071;eor
399;2017081604;3;0;10165;10069;eor
399;2017081911;3;0;10165;10068;eor
399;2017082715;3;0;10165;10069;eor
399;2017082716;3;0;10165;10069;eor
399;2017082912;3;0;10165;10070;eor
399;2017100823;3;0;10165;10064;eor
399;2017100905;3;0;10165;10063;eor
399;2017100911;3;0;10165;10065;eor
399;2017101805;3;0;10165;10066;eor
399;2017102700;3;0;10165;10066;eor
399;2017110118;3;0;10165;10065;eor
399;2017121709;3;0;10165;10062;eor
399;2017122418;3;0;10165;10065;eor
399;2017122419;3;0;10165;10065;eor
399;2017122500;3;0;10165;10065;eor
399;2018012302;3;0;10165;10061;eor
399;2018020714;3;0;10165;10062;eor
399;2018020715;3;0;10165;10062;eor
399;2018020917;3;0;10165;10061;eor
399;2018021305;3;0;10165;10061;eor
399;2018021306;3;0;10165;10061;eor
399;2018021312;3;0;10165;10063;eor
399;2018030117;3;0;10165;10058;eor
399;2018030118;3;0;10165;10058;eor
399;2018032701;3;0;10165;10062;eor
399;2018032703;3;0;10165;10062;eor
399;2018032709;3;0;10165;10063;eor
399;2018040521;3;0;10165;10063;eor
399;2018042210;3;0;10165;10068;eor
399;2018042710;3;0;10165;10066;eor
399;2018050203;3;0;10165;10064;eor
399;2018052205;3;0;10165;10066;eor
399;2018052206;3;0;10165;10067;eor
399;2018052220;3;0;10165;10068;eor
399;2018060617;3;0;10165;10069;eor
399;2018060713;3;0;10165;10071;eor
399;2018061507;3;0;10165;10068;eor
399;2018061515;3;0;10165;10069;eor
399;2018061517;3;0;10165;10069;eor
399;2018061719;3;0;10165;10069;eor
399;2018062209;3;0;10165;10066;eor
399;2018062210;3;0;10165;10066;eor
399;2018062906;3;0;10165;10068;eor
399;2018062908;3;0;10165;10070;eor
399;2018070223;3;0;10165;10068;eor
399;2018070302;3;0;10165;10067;eor
399;2018070920;3;0;10165;10068;eor
399;2018071000;3;0;10165;10067;eor
399;2018071001;3;0;10165;10067;eor
399;2018071307;3;0;10165;10068;eor
399;2018071314;3;0;10165;10071;eor
399;2018071909;3;0;10165;10069;eor
399;2018071914;3;0;10165;10069;eor
399;2018071922;3;0;10165;10068;eor
399;2018072400;3;0;10165;10069;eor
399;2018072404;3;0;10165;10068;eor
399;2018072405;3;0;10165;10069;eor
399;2018072605;3;0;10165;10069;eor
399;2018072701;3;0;10165;10069;eor
399;2018072704;3;0;10165;10069;eor
399;2018072911;3;0;10165;10070;eor
399;2018073106;3;0;10165;10070;eor
399;2018073110;3;0;10165;10072;eor
399;2018080101;3;0;10165;10071;eor
399;2018080411;3;0;10165;10072;eor
399;2018081613;3;0;10165;10071;eor
399;2018081916;3;0;10165;10072;eor
399;2018090323;3;0;10165;10068;eor
399;2018090409;3;0;10165;10069;eor
399;2018090601;3;0;10165;10068;eor
399;2018091805;3;0;10165;10066;eor
399;2018091808;3;0;10165;10067;eor
399;2018091919;3;0;10165;10070;eor
399;2018092012;3;0;10165;10070;eor
399;2018092216;3;0;10165;10067;eor
399;2018100522;3;0;10165;10066;eor
399;2018101518;3;0;10165;10067;eor
399;2018103107;3;0;10165;10064;eor
399;2018110423;3;0;10165;10065;eor
399;2018110915;3;0;10165;10065;eor
399;2018111204;3;0;10165;10065;eor
399;2018111215;3;0;10165;10066;eor
399;2018113003;3;0;10165;10061;eor
399;2018113008;3;0;10165;10061;eor
399;2019010504;3;0;10165;10064;eor
399;2019010923;3;0;10165;10062;eor
399;2019031820;3;0;10165;10063;eor
399;2019041000;3;0;10165;10063;eor
399;2019042214;3;0;10165;10068;eor
399;2019042215;3;0;10165;10067;eor
399;2019042808;3;0;10165;10065;eor
399;2019042914;3;0;10165;10067;eor
399;2019042917;3;0;10165;10067;eor
399;2019043017;3;0;10165;10067;eor
399;2019050517;3;0;10165;10065;eor
399;2019050718;3;0;10165;10065;eor
399;2019050719;3;0;10165;10065;eor
399;2019050722;3;0;10165;10064;eor
399;2019060805;3;0;10165;10067;eor
399;2019061003;3;0;10165;10068;eor
399;2019061322;3;0;10165;10068;eor
399;2019063000;3;0;10165;10069;eor
399;2019070912;3;0;10165;10068;eor
399;2019071413;3;0;10165;10068;eor
399;2019072517;3;0;10165;10072;eor
399;2019080103;3;0;10165;10067;eor
399;2019080408;3;0;10165;10068;eor
399;2019080409;3;0;10165;10069;eor
399;2019081415;3;0;10165;10069;eor
399;2019081422;3;0;10165;10067;eor
399;2019082719;3;0;10165;10071;eor
399;2020011519;3;0;10165;10064;eor
399;2020011715;3;0;10165;10064;eor
399;2020031602;3;0;10165;10063;eor
399;2020031603;3;0;10165;10063;eor
399;2020041611;3;0;10165;10067;eor
399;2020041700;3;0;10165;10065;eor
399;2020041817;3;0;10165;10067;eor
399;2020050312;3;0;10165;10066;eor
399;2020050404;3;0;10165;10064;eor
399;2020050412;3;0;10165;10065;eor
399;2020050818;3;0;10165;10068;eor
399;2020050909;3;0;10165;10068;eor
399;2020060909;3;0;10165;10069;eor
399;2020060911;3;0;10165;10068;eor
399;2020060921;3;0;10165;10068;eor
399;2020060923;3;0;10165;10067;eor
399;2020062609;3;0;10165;10071;eor
399;2020070322;3;0;10165;10068;eor
399;2020070400;3;0;10165;10068;eor
399;2020070700;3;0;10165;10066;eor
399;2020070716;3;0;10165;10068;eor
399;2020070821;3;0;10165;10067;eor
399;2020071407;3;0;10165;10068;eor
399;2020072712;3;0;10165;10070;eor
399;2020083115;3;0;10165;10068;eor
399;2020091214;3;0;10165;10070;eor
399;2020091215;3;0;10165;10070;eor
399;2020092911;3;0;10165;10067;eor
399;2020093010;3;0;10165;10067;eor
399;2020100802;3;0;10165;10065;eor
399;2020101009;3;0;10165;10066;eor
399;2020101803;3;0;10165;10064;eor
399;2020101810;3;0;10165;10064;eor
399;2020101815;3;0;10165;10065;eor
399;2020103001;3;0;10165;10064;eor
399;2020110102;3;0;10165;10065;eor
399;2020111618;3;0;10165;10065;eor
399;2020120111;3;0;10165;10062;eor
399;2021010321;3;0;10165;10061;eor
399;2021010401;3;0;10165;10061;eor
399;2021010902;3;0;10165;10061;eor
399;2021011411;3;0;10165;10062;eor
399;2021011818;3;0;10165;10062;eor
399;2021030417;3;0;10165;10062;eor
399;2021040107;3;0;10165;10066;eor
399;2021040806;3;0;10165;10062;eor
399;2021040905;3;0;10165;10062;eor
399;2021041015;3;0;10165;10065;eor
399;2021042204;3;0;10165;10063;eor
399;2021050815;3;0;10165;10067;eor
399;2021052001;3;0;10165;10065;eor
399;2021052722;3;0;10165;10066;eor
399;2021060117;3;0;10165;10068;eor
399;2021061615;3;0;10165;10071;eor
399;2021061621;3;0;10165;10069;eor
399;2021062503;3;0;10165;10068;eor
399;2021062800;3;0;10165;10069;eor
399;2021071102;3;0;10165;10068;eor
399;2021071103;3;0;10165;10068;eor
399;2021071113;3;0;10165;10071;eor
399;2021081010;3;0;10165;10069;eor
399;2021081021;3;0;10165;10068;eor
399;2021082017;3;0;10165;10068;eor
399;2021082203;3;0;10165;10067;eor
399;2021083022;3;0;10165;10067;eor
399;2021090823;3;0;10165;10068;eor
399;2021091303;3;0;10165;10067;eor
399;2021091813;3;0;10165;10067;eor
399;2021092308;3;0;10165;10067;eor
399;2021092516;3;0;10165;10069;eor
399;2021092918;3;0;10165;10067;eor
399;2021100122;3;0;10165;10066;eor
399;2021101203;3;0;10165;10064;eor
399;2021102823;3;0;10165;10065;eor
399;2021112018;3;0;10165;10065;eor
399;2021121114;3;0;10165;10061;eor
399;2022010612;3;0;10165;10062;eor
399;2022022510;3;0;10165;10063;eor
399;2022040314;3;0;10165;10064;eor
399;2022050218;3;0;10165;10067;eor
399;2022050301;3;0;10165;10065;eor
399;2022050313;3;0;10165;10068;eor
399;2022050416;3;0;10165;10068;eor
399;2022051217;3;0;10165;10068;eor
399;2022051218;3;0;10165;10068;eor
399;2022051615;3;0;10165;10070;eor
399;2022052110;3;0;10165;10067;eor
399;2022052203;3;0;10165;10065;eor
399;2022052212;3;0;10165;10067;eor
399;2022052621;3;0;10165;10067;eor
399;2022060513;3;0;10165;10071;eor
399;2022061300;3;0;10165;10068;eor
399;2022061604;3;0;10165;10066;eor
399;2022070705;3;0;10165;10066;eor
399;2022071421;3;0;10165;10068;eor
399;2022072118;3;0;10165;10070;eor
399;2022072302;3;0;10165;10068;eor
399;2022072702;3;0;10165;10067;eor
399;2022072914;3;0;10165;10071;eor
399;2022072921;3;0;10165;10069;eor
399;2022073011;3;0;10165;10070;eor
399;2022073012;3;0;10165;10070;eor
399;2022073101;3;0;10165;10068;eor
399;2022073107;3;0;10165;10068;eor
399;2022080219;3;0;10165;10070;eor
399;2022080220;3;0;10165;10070;eor
399;2022080304;3;0;10165;10069;eor
399;2022080518;3;0;10165;10069;eor
399;2022082520;3;0;10165;10070;eor
399;2022082810;3;0;10165;10067;eor
399;2022082816;3;0;10165;10069;eor
399;2022082817;3;0;10165;10069;eor
399;2022091111;3;0;10165;10068;eor
399;2022092316;3;0;10165;10067;eor
399;2022112818;3;0;10165;10062;eor
399;2022112819;3;0;10165;10062;eor
399;2022112823;3;0;10165;10062;eor
399;2022112900;3;0;10165;10062;eor
399;2022112901;3;0;10165;10062;eor
399;2022112902;3;0;10165;10062;eor
399;2022120603;3;0;10165;10062;eor
399;2022122623;3;0;10165;10063;eor
399;2023010114;3;0;10165;10067;eor
399;2023010610;3;0;10165;10064;eor
399;2023013109;3;0;10165;10063;eor
399;2023021704;3;0;10165;10064;eor
399;2023022119;3;0;10165;10064;eor
399;2023022212;3;0;10165;10064;eor
399;2023030404;3;0;10165;10062;eor
399;2023032017;3;0;10165;10065;eor
399;2023032102;3;0;10165;10064;eor
399;2023060908;3;0;10165;10069;eor
399;2023060923;3;0;10165;10067;eor
399;2023061303;3;0;10165;10067;eor
399;2023061306;3;0;10165;10067;eor
399;2023062600;3;0;10165;10069;eor
399;2023062906;3;0;10165;10068;eor
